0000,164
0000,0,20,19,160,-0.800000011920929,0.200000002980232,-0.699999988079071,-0.5,0,0.100000001490116,-0.400000005960464,0.400000005960464,-0.899999976158142,-0.100000001490116,-0.300000011920929,-0.600000023841858,0.5,0.300000011920929,-0.200000002980232,-1,0.600000023841858,0.699999988079071,0.800000011920929,0.899999976158142,-0.899999976158142,0.300000011920929,-0.100000001490116,0,-1,-0.300000011920929,-0.699999988079071,-0.800000011920929,-0.200000002980232,0.600000023841858,-0.5,0.100000001490116,-0.400000005960464,0.200000002980232,0.400000005960464,0.5,-0.600000023841858,0.699999988079071,0.800000011920929,0.899999976158142,-0.300000011920929,0.400000005960464,-0.400000005960464,0,-0.5,-0.800000011920929,0.5,-0.699999988079071,-0.200000002980232,-0.100000001490116,-0.899999976158142,-1,0.200000002980232,0.300000011920929,-0.600000023841858,0.100000001490116,0.600000023841858,0.699999988079071,0.800000011920929,0.899999976158142,0,-0.400000005960464,-0.600000023841858,1,-0.899999976158142,-0.699999988079071,-0.300000011920929,-0.5,0.200000002980232,-0.100000001490116,-0.200000002980232,-0.800000011920929,0.100000001490116,0.300000011920929,0.400000005960464,0.5,0.600000023841858,0.699999988079071,0.800000011920929,0.899999976158142,-0.5,-0.400000005960464,-0.899999976158142,-0.699999988079071,0.400000005960464,-0.600000023841858,0.100000001490116,-0.300000011920929,-0.200000002980232,-0.100000001490116,-0.800000011920929,0.200000002980232,0,0.300000011920929,0.699999988079071,0.5,-1,0.600000023841858,0.800000011920929,0.899999976158142,-0.600000023841858,-0.899999976158142,-0.200000002980232,0.400000005960464,-1,-0.5,-0.400000005960464,-0.699999988079071,-0.300000011920929,-0.100000001490116,0,0.100000001490116,0.300000011920929,-0.800000011920929,0.899999976158142,0.5,0.600000023841858,0.699999988079071,0.800000011920929,0.200000002980232,-0.600000023841858,-0.400000005960464,-0.5,0.5,-0.899999976158142,-0.800000011920929,-0.200000002980232,-0.300000011920929,-0.699999988079071,-0.100000001490116,0,0.100000001490116,0.200000002980232,0.300000011920929,0.400000005960464,-1,0.600000023841858,0.699999988079071,0.800000011920929,0.899999976158142,-0.600000023841858,-0.899999976158142,-0.400000005960464,-0.800000011920929,0.400000005960464,-0.699999988079071,-0.300000011920929,-0.200000002980232,0.5,-0.100000001490116,0,0.100000001490116,0.200000002980232,0.300000011920929,-1,-0.5,0.600000023841858,0.699999988079071,0.800000011920929,0.899999976158142,-0.899999976158142,-0.800000011920929,-0.300000011920929,-0.5,0.600000023841858,-1,-0.400000005960464,-0.699999988079071,-0.200000002980232,-0.100000001490116,0.100000001490116,-0.600000023841858,0.200000002980232,0.300000011920929,0.400000005960464,0.5,0,0.699999988079071,0.800000011920929,0.899999976158142,-0.8,0.2,-0.7,-0.5,0,0.1,-0.4,0.4,-0.9,-0.1,-0.29,-0.6,0.5,0.3,-0.2,-1,0.6,0.7,0.8,0.9,-0.9,0.3,-0.1,0,-1,-0.3,-0.7,-0.8,-0.2,0.6,-0.5,0.1,-0.4,0.2,0.4,0.5,-0.6,0.7,0.8,0.9,-0.8,0.2,-0.7,-0.5,0,0.1,-0.4,0.4,-0.9,-0.1,-0.29,-0.6,0.5,0.3,-0.2,-1,0.6,0.7,0.8,0.9,-0.9,0.3,-0.1,0,-1,-0.3,-0.7,-0.8,-0.2,0.6,-0.5,0.1,-0.4,0.2,0.4,0.5,-0.6,0.7,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0000,1,20,19,96,0,-0.699999988079071,0.899999976158142,-0.200000002980232,-0.600000023841858,-0.899999976158142,-0.800000011920929,-0.300000011920929,0.100000001490116,-0.100000001490116,-0.400000005960464,-0.5,0.200000002980232,0.300000011920929,0.400000005960464,0.5,0.600000023841858,0.699999988079071,0.800000011920929,-1,-0.400000005960464,0,0.200000002980232,-0.699999988079071,-0.899999976158142,-0.600000023841858,-0.5,-0.300000011920929,-0.200000002980232,-0.100000001490116,-1,0.100000001490116,-0.800000011920929,0.300000011920929,0.400000005960464,0.5,0.600000023841858,0.699999988079071,0.800000011920929,0.899999976158142,-0.400000005960464,0,-0.800000011920929,-0.699999988079071,-0.600000023841858,-0.899999976158142,-0.5,0.300000011920929,-0.200000002980232,-0.100000001490116,0.200000002980232,-1,0.400000005960464,-0.300000011920929,0.100000001490116,0.5,0.600000023841858,0.699999988079071,0.800000011920929,0.899999976158142,-0.800000011920929,-0.899999976158142,-0.5,-0.699999988079071,0.200000002980232,-0.100000001490116,-0.400000005960464,-1,-0.200000002980232,0.100000001490116,-0.600000023841858,0,-0.300000011920929,0.300000011920929,0.400000005960464,0.5,0.600000023841858,0.699999988079071,0.800000011920929,0.899999976158142,-0.600000023841858,-1,-0.100000001490116,0.400000005960464,-0.699999988079071,-0.5,-0.899999976158142,0.5,-0.200000002980232,-0.800000011920929,0,0.100000001490116,-0.300000011920929,0.300000011920929,0.200000002980232,-0.400000005960464,0.600000023841858,0.699999988079071,0.800000011920929,0.899999976158142,-0.699999988079071,-0.899999976158142,-0.800000011920929,-0.5,-0.200000002980232,-0.600000023841858,-1,0.100000001490116,-0.400000005960464,-0.100000001490116,0,-0.300000011920929,0.200000002980232,0.300000011920929,0.400000005960464,0.5,0.600000023841858,0.699999988079071,0.800000011920929,0.899999976158142,0.600000023841858,-0.600000023841858,-0.899999976158142,-0.699999988079071,-0.5,-0.300000011920929,0.200000002980232,0,-0.200000002980232,-0.100000001490116,0.400000005960464,0.100000001490116,-0.800000011920929,0.300000011920929,-0.400000005960464,0.5,-1,0.699999988079071,0.800000011920929,0.899999976158142,-0.699999988079071,-0.800000011920929,-0.100000001490116,-0.200000002980232,-0.300000011920929,-0.5,-0.400000005960464,-0.899999976158142,0.300000011920929,-0.600000023841858,0,0.100000001490116,0.200000002980232,0.699999988079071,0.400000005960464,0.5,0.600000023841858,-1,0.800000011920929,0.899999976158142,-0.600000023841858,-0.899999976158142,0.100000001490116,0.400000005960464,0.200000002980232,-0.5,-0.800000011920929,-0.400000005960464,-0.200000002980232,-0.699999988079071,0,-0.300000011920929,-0.100000001490116,0.300000011920929,-1,0.5,0.600000023841858,0.699999988079071,0.800000011920929,0.899999976158142,0,-0.7,0.9,-0.2,-0.6,-0.9,-0.8,-0.3,0.1,-0.1,-0.4,-0.5,0.2,0.3,0.4,0.5,0.6,0.7,0.8,-1,-0.4,0,0.2,-0.7,-0.9,-0.6,-0.5,-0.3,-0.2,-0.1,-1,0.1,-0.8,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0,-1.19209289106692E-08,2.38418579323607E-08,2.9802322276673E-09,2.38418579323607E-08,-2.38418579323607E-08,1.19209289106692E-08,1.19209289661804E-08,-1.49011611383365E-09,1.49011611383365E-09,5.9604644553346E-09,0,-2.9802322276673E-09,-1.19209289661804E-08,-5.9604644553346E-09,0,-2.38418579323607E-08,1.19209289106692E-08,-1.19209289106692E-08,0,5.9604644553346E-09,0,-2.9802322276673E-09,-1.19209289106692E-08,-2.38418579323607E-08,2.38418579323607E-08,0,1.19209289661804E-08,2.9802322276673E-09,1.49011611383365E-09,0,-1.49011611383365E-09,1.19209289106692E-08,-1.19209289661804E-08,-5.9604644553346E-09,0,-2.38418579323607E-08,1.19209289106692E-08,-1.19209289106692E-08,2.38418579323607E-08,0000,0,180,20,9
0000,1,180,20,9
0,10,87,-0.300000011920929,-0.3,0,4
1,50,87,-1,-1,0,8
2,100,87,-0.899999976158142,-0.9,0,12
3,10,87,-0.800000011920929,-0.8,0,16
0000,1,180,20,9
0,10,21,-0.800000011920929,-0.8,0,4
1,50,17,-0.899999976158142,-0.9,0,8
2,100,72,-0.5,-0.5,0,12
3,10,51,-0.600000023841858,-0.6,0,16
4,50,17,-0.300000011920929,-0.3,0,20
0000,1,180,20,9
0,10,35,-0.899999976158142,-0.9,0,4
1,50,5,-0.600000023841858,-0.6,0,8
2,100,84,-0.5,-0.5,0,12
3,10,18,-0.800000011920929,-0.8,0,16
